Age,Occupation,Gender,Worth,Product.Type,MaritalStatus,Location,Buy.Status
49,Enterprenuer,M,1037500,Term,M,LAGOS,Y
38,Civil service,M,1037500,Term,S,LAGOS,Y
46,Civil service,M,1037500,Whole Life,M,LAGOS,Y
41,Civil service,F,1037500,Whole Life,M,LAGOS,Y
37,Civil service,M,1048125,Savings,M,CROSS RIVER,Y
42,Civil service,M,1050000,Whole Life,M,LAGOS,Y
37,Civil service,F,1050000,Whole Life,M,LAGOS,Y
34,Civil service,M,1050000,Whole Life,S,LAGOS,Y
40,Enterprenuer,F,1060000,Whole Life,M,LAGOS,Y
39,Civil service,M,1075000,Term,M,OYO,Y
36,Civil service,M,1075000,Term,S,LAGOS,Y
62,Civil service,M,1075000,Whole Life,M,LAGOS,Y
33,Civil service,F,1075000,Whole Life,M,LAGOS,Y
29,Civil service,M,1077150,Savings,S,LAGOS,Y
45,Enterprenuer,M,1080000,Savings,M,OSUN,Y
33,Civil service,M,1080000,Savings,M,LAGOS,Y
39,Civil service,M,1080000,Whole Life,S,LAGOS,Y
48,Civil service,M,1100000,Whole Life,M,LAGOS,Y
33,Civil service,M,1110000,Whole Life,S,LAGOS,N
38,Civil service,M,1112500,Term,M,LAGOS,Y
43,Civil service,M,1120000,Whole Life,S,RIVERS,N
70,Enterprenuer,M,1120000,Whole Life,M,LAGOS,N
36,Enterprenuer,F,1120000,Whole Life,S,LAGOS,N
26,Civil service,M,1128474,Savings,S,LAGOS,Y
36,Civil service,F,1136715,Savings,M,DELTA,Y
24,Civil service,F,1142857,Whole Life,S,OGUN,Y
27,Civil service,F,1150000,Whole Life,S,LAGOS,Y
48,Civil service,F,1150000,Whole Life,M,LAGOS,Y
35,Civil service,F,1150000,Whole Life,S,OYO,Y
37,Civil service,M,1150000,Whole Life,M,LAGOS,Y
34,Civil service,F,1150000,Whole Life,M,LAGOS,Y
55,Civil service,M,1150000,Whole Life,M,LAGOS,N
33,Civil service,M,1150000,Whole Life,S,LAGOS,N
25,Civil service,F,1150000,Whole Life,S,OGUN,Y
37,Civil service,M,1150000,Whole Life,M,OGUN,Y
62,Civil service,F,1150000,Whole Life,S,OGUN,Y
57,Civil service,M,1150000,Whole Life,S,OYO,Y
30,Civil service,F,1150000,Whole Life,S,LAGOS,N
30,Civil service,F,1150000,Whole Life,S,LAGOS,Y
46,Enterprenuer,M,1150000,Whole Life,M,OGUN,Y
33,Civil service,F,1150000,Whole Life,M,LAGOS,Y
52,Civil service,M,1150000,Whole Life,M,LAGOS,Y
44,Civil service,M,1150000,Whole Life,M,LAGOS,Y
52,Civil service,M,1150000,Whole Life,M,LAGOS,Y
44,Civil service,M,1150000,Whole Life,M,LAGOS,Y
59,Civil service,M,1150000,Whole Life,M,OGUN,Y
38,Civil service,M,1150000,Whole Life,S,BENUE,Y
27,Civil service,F,1150000,Whole Life,S,LAGOS,Y
40,Enterprenuer,M,1150000,Whole Life,S,LAGOS,Y
29,Civil service,M,1150000,Whole Life,S,LAGOS,N
54,Civil service,F,1155625,Whole Life,M,LAGOS,Y
55,Civil service,F,1161000,Savings,M,OGUN,Y
39,Civil service,M,1170000,Savings,M,LAGOS,Y
53,Civil service,F,1170000,Savings,M,LAGOS,Y
50,Civil service,M,1170000,Savings,M,LAGOS,Y
38,Civil service,M,1170000,Savings,M,LAGOS,N
43,Civil service,M,1170000,Savings,M,LAGOS,N
57,Civil service,M,1170000,Savings,M,LAGOS,Y
46,Civil service,M,1170000,Savings,M,LAGOS,N
46,Professional,M,1170000,Savings,M,LAGOS,Y
39,Civil service,M,1170000,Savings,M,LAGOS,Y
52,Enterprenuer,M,1170000,Savings,M,EDO,N
30,Enterprenuer,M,1170000,Savings,S,LAGOS,N
46,Civil service,M,1170000,Savings,M,LAGOS,N
46,Civil service,M,1170000,Savings,M,LAGOS,N
46,Civil service,M,1170000,Savings,M,LAGOS,Y
46,Civil service,M,1170000,Savings,M,LAGOS,Y
40,Civil service,M,1170000,Savings,M,LAGOS,N
28,Enterprenuer,F,1170000,Savings,M,LAGOS,Y
37,Civil service,M,1170000,Savings,M,LAGOS,N
37,Civil service,M,1170000,Savings,M,LAGOS,N
44,Civil service,F,1170000,Savings,M,LAGOS,Y
40,Civil service,M,1170000,Savings,M,OGUN,Y
52,Civil service,M,1170000,Savings,M,LAGOS,Y
52,Civil service,M,1170000,Savings,M,LAGOS,Y
52,Civil service,M,1170000,Savings,M,LAGOS,Y
52,Civil service,M,1170000,Savings,M,LAGOS,Y
46,Professional,M,1170000,Savings,M,LAGOS,Y
32,Professional,F,1170000,Savings,M,LAGOS,Y
32,Professional,F,1170000,Savings,M,LAGOS,Y
32,Professional,F,1170000,Savings,M,LAGOS,Y
47,Enterprenuer,M,1170000,Savings,M,KWARA,Y
31,Civil service,M,1170000,Savings,M,LAGOS,N
31,Civil service,M,1170000,Savings,M,LAGOS,Y
45,Civil service,M,1170000,Savings,M,LAGOS,Y
39,Civil service,M,1170000,Savings,M,LAGOS,Y
33,Civil service,F,1170000,Savings,M,LAGOS,N
41,Professional,M,1170000,Savings,M,LAGOS,Y
47,Enterprenuer,M,1170000,Savings,M,LAGOS,Y
34,Civil service,F,1170000,Savings,S,LAGOS,N
45,Civil service,F,1170000,Savings,S,LAGOS,Y
31,Enterprenuer,M,1170000,Savings,S,OGUN,N
31,Enterprenuer,M,1170000,Savings,S,OGUN,Y
39,Civil service,M,1170000,Savings,M,LAGOS,N
33,Civil service,M,1193250,Whole Life,S,LAGOS,Y
29,Civil service,M,1200000,Savings,S,LAGOS,Y
42,Civil service,M,1200000,Savings,M,LAGOS,Y
38,Civil service,M,1200000,Savings,S,LAGOS,Y
40,Civil service,F,1200000,Savings,M,LAGOS,Y
42,Civil service,M,1200000,Savings,M,LAGOS,Y
42,Civil service,M,1200000,Savings,M,LAGOS,Y
28,Civil service,M,1200000,Savings,S,LAGOS,Y
35,Civil service,F,1200000,Savings,S,OGUN,Y
30,Civil service,M,1200000,Savings,S,LAGOS,Y
38,Civil service,M,1200000,Savings,M,LAGOS,Y
25,Civil service,M,1200000,Savings,M,LAGOS,Y
24,Civil service,F,1200000,Savings,M,LAGOS,Y
36,Civil service,M,1200000,Savings,M,LAGOS,Y
43,Civil service,M,1200000,Savings,M,LAGOS,Y
38,Civil service,M,1200000,Savings,M,LAGOS,Y
37,Civil service,F,1200000,Savings,M,LAGOS,Y
58,Civil service,M,1200000,Savings,M,LAGOS,N
52,Civil service,F,1200000,Savings,M,LAGOS,Y
45,Civil service,M,1200000,Savings,M,LAGOS,Y
43,Civil service,M,1200000,Savings,M,LAGOS,Y
35,Civil service,M,1200000,Savings,M,LAGOS,Y
35,Civil service,M,1200000,Savings,M,ABUJA,Y
33,Civil service,F,1200000,Savings,S,KADUNA,Y
31,Civil service,M,1200000,Savings,S,OGUN,Y
32,Civil service,F,1200000,Savings,M,LAGOS,Y
41,Civil service,M,1200000,Savings,M,OGUN,Y
33,Civil service,M,1200000,Savings,S,LAGOS,Y
46,Civil service,M,1200000,Savings,M,LAGOS,Y
45,Civil service,M,1200000,Savings,M,LAGOS,Y
27,Civil service,F,1200000,Savings,S,LAGOS,Y
50,Civil service,M,1200000,Savings,M,OGUN,Y
31,Civil service,F,1200000,Savings,S,LAGOS,Y
27,Civil service,F,1200000,Savings,S,OGUN,Y
47,Civil service,M,1200000,Savings,M,LAGOS,Y
40,Civil service,F,1200000,Savings,M,LAGOS,Y
39,Civil service,M,1200000,Savings,M,LAGOS,Y
36,Civil service,M,1200000,Savings,S,LAGOS,Y
33,Civil service,F,1200000,Savings,M,LAGOS,Y
29,Civil service,M,1200000,Savings,S,LAGOS,N
30,Civil service,M,1200000,Savings,S,LAGOS,Y
25,Civil service,F,1200000,Savings,S,LAGOS,Y
32,Civil service,M,1200000,Savings,M,LAGOS,Y
29,Civil service,M,1200000,Savings,S,OGUN,Y
32,Civil service,F,1200000,Savings,S,LAGOS,Y
61,Civil service,F,1200000,Savings,M,LAGOS,N
54,Civil service,M,1200000,Savings,M,OGUN,Y
39,Civil service,M,1200000,Savings,M,LAGOS,Y
33,Civil service,M,1200000,Savings,S,LAGOS,Y
33,Civil service,M,1200000,Savings,S,LAGOS,Y
42,Civil service,M,1200000,Savings,M,OGUN,Y
54,Civil service,M,1200000,Savings,M,LAGOS,Y
35,Civil service,M,1200000,Savings,M,LAGOS,Y
45,Civil service,M,1200000,Savings,M,LAGOS,Y
59,Civil service,M,1200000,Savings,M,OGUN,Y
42,Civil service,M,1200000,Savings,M,OGUN,N
30,Civil service,F,1200000,Savings,S,OYO,N
44,Civil service,M,1200000,Savings,M,LAGOS,Y
37,Civil service,M,1200000,Savings,S,LAGOS,Y
45,Civil service,M,1200000,Savings,S,LAGOS,Y
36,Civil service,F,1200000,Savings,M,LAGOS,Y
36,Civil service,F,1200000,Savings,S,LAGOS,Y
28,Civil service,M,1200000,Savings,S,LAGOS,Y
37,Civil service,M,1200000,Savings,M,LAGOS,Y
45,Civil service,M,1200000,Savings,M,ABUJA,Y
24,Civil service,M,1200000,Savings,M,ABUJA,Y
47,Civil service,M,1200000,Savings,M,OGUN,Y
40,Civil service,F,1200000,Savings,M,ONDO,Y
53,Civil service,M,1200000,Savings,M,LAGOS,Y
29,Civil service,M,1200000,Savings,S,LAGOS,Y
37,Civil service,M,1200000,Savings,M,ONDO,Y
24,Civil service,M,1200000,Savings,S,LAGOS,N
51,Civil service,M,1200000,Savings,M,LAGOS,Y
37,Civil service,F,1200000,Savings,M,LAGOS,Y
32,Civil service,M,1200000,Savings,M,LAGOS,Y
27,Professional,M,1200000,Savings,S,OGUN,Y
44,Civil service,M,1200000,Savings,M,CROSS RIVER,Y
35,Civil service,M,1200000,Savings,S,LAGOS,Y
38,Civil service,M,1200000,Savings,M,LAGOS,Y
36,Professional,M,1200000,Savings,M,LAGOS,N
34,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
38,Civil service,M,1200000,Savings,S,LAGOS,Y
28,Civil service,M,1200000,Savings,S,LAGOS,N
29,Civil service,M,1200000,Savings,S,LAGOS,Y
36,Civil service,M,1200000,Savings,S,OGUN,Y
49,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
42,Enterprenuer,M,1200000,Savings,M,OGUN,Y
41,Civil service,M,1200000,Savings,M,LAGOS,Y
28,Civil service,M,1200000,Savings,S,LAGOS,Y
31,Civil service,M,1200000,Savings,S,LAGOS,Y
27,Civil service,F,1200000,Savings,S,LAGOS,Y
34,Civil service,M,1200000,Savings,S,LAGOS,Y
32,Civil service,M,1200000,Savings,S,ABUJA,N
28,Civil service,M,1200000,Savings,S,LAGOS,Y
41,Farming,M,1200000,Savings,M,OGUN,Y
48,Civil service,M,1200000,Savings,M,LAGOS,Y
33,Civil service,M,1200000,Savings,M,LAGOS,Y
25,Civil service,M,1200000,Savings,S,IMO,Y
27,Civil service,M,1200000,Savings,S,LAGOS,Y
28,Civil service,M,1200000,Savings,S,LAGOS,Y
26,Civil service,F,1200000,Savings,S,LAGOS,Y
58,Enterprenuer,F,1200000,Savings,S,OGUN,N
33,Civil service,M,1200000,Savings,S,OSUN,Y
32,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
31,Civil service,M,1200000,Savings,S,OGUN,Y
29,Civil service,M,1200000,Savings,S,LAGOS,Y
33,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
26,Civil service,F,1200000,Savings,S,LAGOS,Y
29,Unemployed,M,1200000,Savings,S,ONDO,Y
30,Civil service,M,1200000,Savings,S,LAGOS,Y
54,Enterprenuer,M,1200000,Savings,M,OGUN,N
43,Enterprenuer,M,1200000,Savings,M,OGUN,Y
26,Civil service,M,1200000,Savings,S,OGUN,Y
53,Civil service,M,1200000,Savings,M,LAGOS,Y
55,Civil service,M,1200000,Savings,M,OGUN,N
40,Civil service,M,1200000,Savings,M,LAGOS,Y
53,Enterprenuer,M,1200000,Savings,M,OGUN,N
40,Civil service,M,1200000,Savings,S,LAGOS,Y
33,Civil service,F,1200000,Savings,S,LAGOS,Y
36,Civil service,M,1200000,Savings,M,LAGOS,Y
30,Professional,M,1200000,Savings,S,LAGOS,Y
27,Professional,M,1200000,Savings,S,AKWA IBOM,Y
32,Civil service,M,1200000,Savings,S,LAGOS,Y
32,Enterprenuer,M,1200000,Savings,M,OGUN,Y
43,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
45,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
23,Professional,M,1200000,Savings,S,BENUE,Y
54,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
60,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
53,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
54,Civil service,M,1200000,Savings,M,LAGOS,Y
34,Civil service,M,1200000,Savings,S,LAGOS,Y
59,Enterprenuer,F,1200000,Savings,M,OGUN,Y
44,Civil service,M,1200000,Savings,M,RIVERS,Y
32,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
59,Enterprenuer,M,1200000,Savings,M,OGUN,N
43,Civil service,M,1200000,Savings,M,LAGOS,N
50,Civil service,M,1200000,Savings,M,ONDO,N
31,Civil service,M,1200000,Savings,S,OYO,Y
42,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
34,Civil service,M,1200000,Savings,S,LAGOS,Y
36,Enterprenuer,F,1200000,Savings,M,LAGOS,N
36,Enterprenuer,F,1200000,Savings,M,LAGOS,N
39,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
45,Professional,M,1200000,Savings,M,LAGOS,Y
35,Civil service,M,1200000,Savings,S,LAGOS,Y
33,Civil service,F,1200000,Savings,M,LAGOS,Y
54,Civil service,M,1200000,Savings,M,LAGOS,Y
33,Enterprenuer,M,1200000,Savings,S,ONDO,Y
40,Civil service,M,1200000,Savings,S,OGUN,Y
54,Civil service,F,1200000,Savings,M,OGUN,Y
42,Professional,F,1200000,Savings,M,LAGOS,Y
30,Civil service,M,1200000,Savings,S,LAGOS,Y
47,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
53,Civil service,F,1200000,Savings,S,LAGOS,Y
28,Professional,F,1200000,Savings,S,LAGOS,Y
47,Civil service,M,1200000,Savings,M,OGUN,Y
28,Civil service,M,1200000,Savings,S,OGUN,Y
30,Civil service,F,1200000,Savings,M,LAGOS,Y
27,Professional,M,1200000,Savings,S,LAGOS,Y
30,Civil service,F,1200000,Savings,S,LAGOS,Y
29,Professional,M,1200000,Savings,S,LAGOS,Y
29,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
33,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
36,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
22,Professional,F,1200000,Savings,S,LAGOS,Y
23,Civil service,M,1200000,Savings,S,JIGAWA,Y
35,Civil service,M,1200000,Savings,S,OGUN,Y
33,Civil service,M,1200000,Savings,M,OYO,Y
53,Civil service,M,1200000,Savings,M,OGUN,Y
29,Civil service,M,1200000,Savings,S,LAGOS,Y
26,Civil service,M,1200000,Savings,S,LAGOS,Y
43,Civil service,M,1200000,Savings,M,LAGOS,Y
31,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
30,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
22,Professional,F,1200000,Savings,S,OGUN,Y
35,Civil service,F,1200000,Savings,M,LAGOS,Y
29,Civil service,M,1200000,Savings,S,OYO,Y
31,Civil service,M,1200000,Savings,S,LAGOS,Y
30,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
38,Professional,M,1200000,Savings,M,LAGOS,Y
50,Farming,M,1200000,Savings,M,LAGOS,Y
41,Civil service,M,1200000,Savings,M,OGUN,Y
33,Professional,M,1200000,Savings,S,LAGOS,Y
19,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
34,Civil service,M,1200000,Savings,M,LAGOS,Y
55,Civil service,F,1200000,Savings,M,LAGOS,Y
58,Civil service,F,1200000,Savings,M,LAGOS,N
50,Civil service,M,1200000,Savings,M,LAGOS,Y
30,Civil service,M,1200000,Savings,S,OGUN,Y
33,Civil service,F,1200000,Savings,S,LAGOS,Y
30,Civil service,F,1200000,Savings,S,LAGOS,Y
30,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
25,Civil service,M,1200000,Savings,S,OGUN,Y
37,Civil service,M,1200000,Savings,M,LAGOS,Y
33,Civil service,M,1200000,Savings,M,LAGOS,Y
28,Civil service,M,1200000,Savings,S,LAGOS,Y
27,Civil service,F,1200000,Savings,S,OYO,Y
25,Enterprenuer,M,1200000,Savings,S,OSUN,Y
57,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
45,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
37,Civil service,M,1200000,Savings,M,LAGOS,Y
32,Civil service,M,1200000,Savings,S,OYO,Y
37,Professional,F,1200000,Savings,M,LAGOS,Y
43,Professional,M,1200000,Savings,S,LAGOS,Y
56,Civil service,M,1200000,Savings,M,LAGOS,Y
33,Civil service,M,1200000,Savings,S,LAGOS,Y
46,Enterprenuer,M,1200000,Savings,M,OGUN,Y
25,Civil service,M,1200000,Savings,S,LAGOS,Y
28,Civil service,M,1200000,Savings,S,LAGOS,Y
29,Civil service,M,1200000,Savings,S,OGUN,Y
30,Civil service,M,1200000,Savings,S,LAGOS,Y
36,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
29,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
26,Civil service,M,1200000,Savings,S,LAGOS,Y
32,Civil service,M,1200000,Savings,M,LAGOS,Y
45,Civil service,M,1200000,Savings,S,LAGOS,Y
46,Civil service,M,1200000,Savings,M,LAGOS,Y
59,Retiree,F,1200000,Savings,M,LAGOS,Y
27,Civil service,F,1200000,Savings,M,LAGOS,Y
21,Student,M,1200000,Savings,S,LAGOS,Y
29,Civil service,F,1200000,Savings,M,OGUN,Y
35,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
34,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
39,Civil service,F,1200000,Savings,S,LAGOS,Y
46,Civil service,M,1200000,Savings,M,LAGOS,Y
52,Civil service,F,1200000,Savings,M,LAGOS,Y
26,Civil service,F,1200000,Savings,S,LAGOS,Y
37,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
35,Civil service,M,1200000,Savings,M,LAGOS,Y
23,Student,M,1200000,Savings,S,ONDO,Y
44,Professional,F,1200000,Savings,M,LAGOS,Y
40,Professional,M,1200000,Savings,M,LAGOS,Y
25,Professional,F,1200000,Savings,S,LAGOS,Y
33,Enterprenuer,F,1200000,Savings,S,DELTA,Y
50,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
50,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
37,Civil service,M,1200000,Savings,S,ABUJA,Y
41,Civil service,M,1200000,Savings,M,LAGOS,Y
53,Civil service,M,1200000,Savings,M,LAGOS,Y
29,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
56,Civil service,F,1200000,Savings,M,OGUN,Y
25,Civil service,F,1200000,Savings,S,LAGOS,Y
59,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
53,Civil service,M,1200000,Savings,M,OGUN,Y
28,Civil service,F,1200000,Savings,S,LAGOS,Y
31,Civil service,M,1200000,Savings,M,LAGOS,Y
29,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
43,Civil service,M,1200000,Savings,M,OGUN,Y
49,Civil service,F,1200000,Savings,S,LAGOS,Y
36,Civil service,F,1200000,Savings,S,LAGOS,Y
44,Civil service,M,1200000,Savings,M,LAGOS,Y
51,Civil service,F,1200000,Savings,M,LAGOS,Y
34,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
36,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
26,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
30,Professional,M,1200000,Savings,S,LAGOS,Y
28,Civil service,M,1200000,Savings,M,OYO,Y
37,Civil service,F,1200000,Savings,S,OGUN,Y
30,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
36,Civil service,M,1200000,Savings,M,LAGOS,Y
26,Civil service,F,1200000,Savings,S,LAGOS,Y
20,Professional,M,1200000,Savings,S,LAGOS,Y
23,Civil service,F,1200000,Savings,S,LAGOS,Y
38,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
24,Civil service,F,1200000,Savings,S,LAGOS,Y
19,Student,F,1200000,Savings,S,OGUN,Y
22,Civil service,F,1200000,Savings,S,OGUN,Y
40,Enterprenuer,M,1200000,Savings,M,OGUN,Y
24,Civil service,F,1200000,Savings,S,OGUN,Y
22,Civil service,F,1200000,Savings,S,EDO,Y
30,Civil service,M,1200000,Savings,S,OGUN,Y
34,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
30,Civil service,M,1200000,Savings,S,LAGOS,Y
53,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
43,Civil service,M,1200000,Savings,M,LAGOS,Y
34,Civil service,F,1200000,Savings,M,OGUN,Y
39,Civil service,M,1200000,Savings,M,LAGOS,Y
24,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
40,Civil service,F,1200000,Savings,S,LAGOS,Y
44,Civil service,M,1200000,Savings,M,LAGOS,Y
30,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
44,Civil service,M,1200000,Savings,M,LAGOS,Y
40,Civil service,M,1200000,Savings,S,OGUN,Y
27,Civil service,F,1200000,Savings,S,OGUN,Y
43,Civil service,F,1200000,Savings,M,LAGOS,Y
36,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
34,Enterprenuer,F,1200000,Savings,M,OGUN,Y
32,Civil service,F,1200000,Savings,M,OGUN,Y
35,Civil service,M,1200000,Savings,M,OGUN,Y
24,Student,F,1200000,Savings,S,OYO,Y
26,Civil service,F,1200000,Savings,S,OYO,Y
28,Student,F,1200000,Savings,S,OGUN,Y
55,Enterprenuer,M,1200000,Savings,M,ONDO,Y
41,Civil service,F,1200000,Savings,M,LAGOS,Y
39,Civil service,M,1200000,Savings,M,LAGOS,Y
37,Civil service,M,1200000,Savings,S,ABUJA,Y
58,Civil service,M,1200000,Savings,M,LAGOS,Y
60,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
55,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
20,Civil service,F,1200000,Savings,S,OGUN,Y
51,Civil service,F,1200000,Savings,M,LAGOS,Y
41,Civil service,F,1200000,Savings,M,LAGOS,Y
34,Enterprenuer,M,1200000,Savings,S,TARABA,Y
39,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
38,Civil service,M,1200000,Savings,S,LAGOS,Y
30,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
22,Civil service,F,1200000,Savings,S,OGUN,Y
21,Civil service,F,1200000,Savings,S,LAGOS,Y
25,Civil service,F,1200000,Savings,S,OGUN,Y
32,Civil service,M,1200000,Savings,S,LAGOS,Y
42,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
50,Civil service,M,1200000,Savings,M,LAGOS,Y
31,Civil service,M,1200000,Savings,S,LAGOS,Y
44,Civil service,M,1200000,Savings,M,LAGOS,Y
28,Civil service,F,1200000,Savings,S,LAGOS,Y
27,Civil service,F,1200000,Savings,S,OGUN,Y
36,Civil service,M,1200000,Savings,S,LAGOS,Y
20,Civil service,F,1200000,Savings,S,OGUN,Y
32,Civil service,M,1200000,Savings,S,LAGOS,Y
39,Professional,M,1200000,Savings,M,LAGOS,Y
26,Civil service,M,1200000,Savings,S,LAGOS,Y
27,Civil service,F,1200000,Savings,S,LAGOS,Y
47,Civil service,M,1200000,Savings,M,LAGOS,Y
40,Civil service,F,1200000,Savings,M,LAGOS,Y
56,Civil service,F,1200000,Savings,M,LAGOS,Y
46,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
46,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
38,Civil service,F,1200000,Savings,M,LAGOS,Y
28,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
27,Civil service,M,1200000,Savings,S,OGUN,Y
22,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
27,Civil service,F,1200000,Savings,S,OGUN,Y
22,Student,M,1200000,Savings,S,LAGOS,Y
48,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
22,Civil service,M,1200000,Savings,S,LAGOS,Y
45,Civil service,M,1200000,Savings,M,LAGOS,Y
34,Enterprenuer,M,1200000,Savings,M,OGUN,Y
30,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
45,Professional,M,1200000,Savings,M,LAGOS,Y
29,Civil service,M,1200000,Savings,S,LAGOS,Y
38,Civil service,M,1200000,Savings,M,KADUNA,Y
28,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
34,Professional,F,1200000,Savings,S,LAGOS,Y
28,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
47,Professional,M,1200000,Savings,M,LAGOS,Y
44,Civil service,M,1200000,Savings,M,LAGOS,Y
53,Civil service,M,1200000,Savings,M,LAGOS,Y
52,Civil service,M,1200000,Savings,S,LAGOS,Y
40,Civil service,F,1200000,Savings,S,LAGOS,Y
53,Civil service,M,1200000,Savings,M,LAGOS,Y
39,Civil service,M,1200000,Savings,S,LAGOS,Y
33,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
35,Civil service,M,1200000,Savings,S,LAGOS,Y
34,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
38,Civil service,M,1200000,Savings,M,LAGOS,Y
25,Civil service,M,1200000,Savings,S,OGUN,Y
35,Professional,M,1200000,Savings,S,LAGOS,Y
31,Civil service,M,1200000,Savings,M,LAGOS,Y
43,Civil service,M,1200000,Savings,S,LAGOS,Y
34,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
27,Civil service,F,1200000,Savings,S,OYO,Y
30,Civil service,F,1200000,Savings,S,LAGOS,Y
28,Civil service,M,1200000,Savings,S,OYO,Y
28,Civil service,F,1200000,Savings,S,LAGOS,Y
30,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
25,Civil service,F,1200000,Savings,S,LAGOS,Y
49,Civil service,M,1200000,Savings,M,LAGOS,Y
24,Enterprenuer,F,1200000,Savings,S,LAGOS,Y
34,Civil service,F,1200000,Savings,M,OGUN,Y
34,Civil service,F,1200000,Savings,M,LAGOS,Y
36,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
23,Student,M,1200000,Savings,S,ONDO,Y
27,Civil service,M,1200000,Savings,S,LAGOS,Y
50,Civil service,M,1200000,Savings,M,LAGOS,Y
30,Civil service,F,1200000,Savings,S,LAGOS,Y
26,Enterprenuer,M,1200000,Savings,S,LAGOS,Y
57,Civil service,M,1200000,Savings,M,LAGOS,Y
38,Enterprenuer,F,1200000,Savings,M,LAGOS,Y
28,Enterprenuer,M,1200000,Savings,M,LAGOS,Y
24,Civil service,F,1200000,Savings,S,LAGOS,Y
19,Civil service,F,1200000,Savings,S,OGUN,Y
20,Civil service,F,1200000,Savings,S,LAGOS,Y
34,Civil service,M,1200000,Savings,S,LAGOS,Y
52,Civil service,M,1200000,Savings,M,OGUN,Y
24,Civil service,M,1200000,Savings,S,LAGOS,Y
28,Civil service,M,1200000,Savings,S,LAGOS,Y
49,Civil service,F,1200000,Savings,M,OGUN,Y
26,Civil service,M,1200000,Savings,S,LAGOS,Y
20,Civil service,M,1200000,Savings,S,LAGOS,Y
26,Professional,F,1200000,Savings,S,DELTA,Y
23,Civil service,M,1200000,Savings,S,LAGOS,Y
39,Civil service,M,1200000,Savings,M,LAGOS,Y
27,Civil service,F,1200000,Savings,S,LAGOS,Y
23,Civil service,F,1200000,Savings,S,LAGOS,Y
40,Civil service,M,1200000,Savings,S,LAGOS,Y
29,Civil service,F,1200000,Savings,S,LAGOS,Y
25,Civil service,F,1200000,Savings,S,LAGOS,Y
